Unnamed: 0,source_id,ra,dec,l,b,parallax,pmra,pmdec,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,X,Y,Z,v_a_lsr,v_d_lsr,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_bp_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,radial_velocity,radial_velocity_error,g_rp,bp_rp,mag_abs_g,ruwe,fidelity_v2,labels,stability,age,mass,u_lsr,v_lsr,w_lsr,brown_dwarf_candidate,rv_computed,rv_a17,rv_a17_scatter,rv_a17_error,rv_dr3,rv_dr3_error,a17_dr3,distance,distance_error,x,x_error,y,y_error,z,z_error,u,u_error,v,v_error,w,w_error,vx,vx_error,vy,vy_error,vz,vz_error,l_error,b_error,binsct_1,bindif_1,rve_1,binsct_3,bindif_3,rve_3,ScoBody_Outlier,etaLup_Outlier,phiLup_Outlier,V1062_Outlier,x_mc_mean,x_mc_std,y_mc_mean,y_mc_std,z_mc_mean,z_mc_std,u_mc_mean,u_mc_std,v_mc_mean,v_mc_std,w_mc_mean,w_mc_std
12886,6731055944382779392,284.1676932525213,-36.922471944423314,-0.433022991064563,-16.86714003667489,6.809785683434456,3.760789952696744,-28.070225967829018,0.09002777,0.08577963,0.09764717,0.1039066,0.094346546,0.29597613,0.13904689,-0.14502242,-0.2004105,-0.22950546,-0.20694616,-0.3591534,-0.11334078,0.10595595,0.40229365,140.52541607399897,-1.0648164863530385,-42.61058229543033,-2.265040439555041,-4.352027387435371,2132.4420124846565,4.296719,496.2954,19.530008,17.365173000000002,185.60301631012427,9.503479,19.66708,3238.102839236734,13.211379999999998,245.09952,15.972169,-2.5218842,0.45925188,1.393004000000003,3.6949109999999976,11.530840220381528,1.0609899,1.0,2,100.0,9,0.1760645389123362,,,,False,-3.204363848928166,-2.5218842,0.21519274,0.45925188,,,,146.8902514670371,2.066645344665257,140.69486303038,1.902846539926874,-1.0632206695101027,0.2125937781755395,-42.659626157844045,0.6126269072692884,-5.329048640261925,0.450332614667072,-17.1816379136016,0.2429274778059943,-8.490055866049483,0.1966611784578624,5.770951359738074,0.450332614667072,-4.9416379136016015,0.2429274778059943,-1.2400558660494836,0.1966611784578625,0.0865772804199214,0.074145852080596,False,False,True,False,False,True,False,False,False,False,140.6462817021584,2.0187657342153735,-1.0542560699072885,0.22179395891270692,-42.636367323178504,0.5865896803316254,-5.32329697604706,0.44451463633820915,-17.186551379967874,0.2577252565331518,-8.494372707285084,0.2078854294479732
12887,6731061304500058496,284.2827864587041,-36.901244710511406,-0.3770430683915218,-16.94952073033705,6.577767145782127,3.669535469816701,-27.737194088177272,0.137678,0.1357072,0.14948086,0.15973747,0.14591826,0.34287164,-0.14007688,-0.12573054,-0.2552397,-0.33009508,-0.211765,-0.36640713,0.013283992,0.10314081,0.26022288,145.42318789020456,-0.9597841375190512,-44.3110245877119,-2.270316762675372,-4.810302651922681,1177.0683032754766,11.701712,100.58942,8.804669,18.010363,533.0582435776544,60.542675,18.521606,2348.043491265106,50.34975,46.63466,16.32113,-1.8917518,0.9620145,1.6892330000000015,2.2004759999999983,12.100755476554212,1.1570303,1.0,1,100.0,9,,,,,True,-3.724615699920472,-1.8917518,0.83804035,0.9620145,,,,152.05252978536222,3.315497597684418,145.44648415691702,3.1751818929945728,-0.9571382986351472,0.3465291906240085,-44.3290459362492,1.0365515136240169,-4.763927981872207,0.9428338175728068,-17.5948866760393,0.4016976155970703,-8.830025234554256,0.3695376020057559,6.336072018127793,0.9428338175728068,-5.3548866760393015,0.4016976155970703,-1.580025234554255,0.3695376020057559,0.1364104842017498,0.1157359186454184,False,False,True,False,False,True,False,False,False,False,145.5205345745328,3.366572875071982,-0.964865916018832,0.37041075509001364,-44.335670810706226,1.0547229826874915,-4.7621415451264735,0.9086038603419839,-17.600548270255224,0.4410181933975114,-8.835979742387092,0.37309240878958577
12888,6731064950935554304,284.3368658538488,-36.71697399272577,-0.1823011606593716,-16.91799406110709,6.9555179035405885,4.165680903527313,-28.90255442729558,0.014084882,0.013602564,0.014528927,0.017585816,0.015506254,0.2979298,0.14664038,-0.18381666,-0.36124572,0.01691242,-0.33769605,-0.42507166,-0.25561658,-0.11057038,0.24174966,137.54768768865893,-0.4378067167799671,-41.83861174537024,-2.090759558514625,-4.548874495433447,1019333.6603998656,1776.5785,573.7622700000002,152.3626,10.666576,476790.6266605717,3129.3154,11.142723,774381.3389568883,3997.547,193.71413,10.025508,-3.4897406,0.46979243,0.6410679999999989,1.1172149999999998,4.878223364146312,0.9638118,1.0,2,99.2,9,1.223203835249746,-6.269836046545312,-17.254376374825462,-8.440164319017315,False,-3.269867918900984,,,,-3.4897406,0.46979243,,143.78269758632595,0.3104082569919504,137.5519788412334,0.2928279180624188,-0.4376572045653497,0.033781848339743,-41.83889149290584,0.0936087505690108,-6.2661017376928,0.4485652015817576,-17.25500232909223,0.0390499882368291,-8.441628754315161,0.1384626891515435,4.833898262307199,0.4485652015817576,-5.015002329092227,0.0390499882368292,-1.191628754315161,0.1384626891515435,0.0140719270481487,0.0115278937376635,False,False,True,False,False,True,False,False,False,False,137.56614545366838,0.3503807202920896,-0.4377749570088043,0.04403365285245316,-41.843243038325134,0.10866274601743378,-6.292364954409095,0.45803441235246145,-17.256429409380743,0.04341378962765924,-8.435431104254913,0.1415496569607258
12893,6731194689005003264,285.4740051774678,-37.00958295958884,-0.1179595715579583,-17.87910328005212,6.2790671552011545,5.631130259911027,-27.9939088137697,0.20989223,0.19171081,0.22557828,0.2590995,0.22429515,0.11268836,0.18186629,-0.2662227,-0.11262467,-0.17564195,-0.10803332,-0.40215498,-0.1577131,0.13849337,-0.021313738,151.57352301811227,-0.3246795575553705,-48.8763180540291,-0.9920966805323234,-6.00269585256745,878.7569857336267,2.5600379,343.2593700000001,5.6220303,18.327694,68.6479146876241,12.210521,20.746973,1483.9504643600612,12.42384,119.44379,16.819347,-2.316697,0.7701232,1.5083470000000003,3.927626,12.31716963951322,1.1439131,1.0,1,77.2,9,,,,,True,-3.634635713713464,-2.316697,0.51869553,0.7701232,,,,159.66321729071774,5.6260291938959615,151.9350059818224,5.393452678875628,-0.3122963436030364,0.5225605679854287,-49.01306334129696,1.8018080901023068,-5.781486860203136,0.7425180690797191,-18.26301753805652,0.6657291644234534,-10.274292698778956,0.5093209466249428,5.318513139796863,0.7425180690797191,-6.02301753805652,0.6657291644234534,-3.024292698778956,0.5093209466249428,0.1971483830154914,0.1719516669442958,False,False,True,False,False,True,False,False,False,False,151.65568097653227,5.707197106976729,-0.3120689088625399,0.5534557219315317,-48.90136215440837,1.7720010383596707,-5.755770887706969,0.7569069675638368,-18.22156870085633,0.7075542214672426,-10.262025277427382,0.5426610429223008
12898,6731197304643738368,285.370993698864,-37.03027094815922,-0.1750058891323704,-17.80185015963843,6.504779403844181,4.1914960861713215,-28.84671558708288,0.04670046,0.04649817,0.05803718,0.061518405,0.053430412,0.24230897,0.06757547,-0.22627974,-0.24860406,-0.3369601,-0.12224939,-0.43499947,-0.35725093,0.21244763,0.1893083,146.37072948103298,-0.4442511779368772,-47.0030087657021,-2.160451390430512,-5.882178563237717,20524.538025739657,43.404644,472.86502,106.3748,14.906683,3081.1843912238,28.965359000000007,16.616749,28779.9103197036,97.633514,294.7749,13.600172,-0.7958563,0.10409571,1.3065109999999986,3.016576999999998,8.972845864735778,2.1055942,1.0,1,98.0,9,0.4278155957803053,-5.280622283028815,-18.523482450171517,-9.2154603287697,False,-3.632296822998873,-0.7958563,0.0058912006,0.10409571,-2.1566277,3.5187283,1.3607714,153.71766545378637,1.3893255480324918,146.34504929749735,1.3233772220580815,-0.4470180289573752,0.1220097658814616,-46.99170521580661,0.4368154383477339,-3.982687125354303,0.1025271262078122,-18.524181718676445,0.1731893112453522,-9.6299129555008,0.1056920032004296,7.117312874645697,0.1025271262078122,-6.284181718676442,0.1731893112453522,-2.3799129555007994,0.1056920032004296,0.0477034889575228,0.039320362012647,False,False,True,False,False,True,False,False,False,False,146.4073784032877,1.3098164752998585,-0.44476851549395235,0.12773821805710428,-47.019692595034314,0.4088170026610849,-3.9851311878077214,0.10576554850600133,-18.532257318628332,0.17367908217304764,-9.63299170894656,0.11570615979725873
12899,6731197442076732928,285.38992885215333,-37.00858134867814,-0.1558363562010617,-17.80021400653544,6.460404734966238,5.035227004055349,-27.484074852635523,0.24293542,0.24645442,0.29804784,0.36671272,0.29967013,0.27284437,-0.04435721,-0.24027419,-0.05306227,-0.4275834,0.11610384,-0.370486,-0.37269756,0.17668216,0.013999042,147.3710466923669,-0.3779603844306649,-47.34222197514603,-1.5255703233620923,-5.030894749829483,414.6287361136684,5.036425599999999,82.32599,7.0598220000000005,19.143219,75.26771869959423,10.661419,20.64702,678.8847521500371,51.47573,13.188443,17.668406,-4.1370616,0.6255195,1.4748129999999977,2.9786140000000003,13.19451763382709,0.96680486,1.0,1,100.0,9,,,,,True,-3.6388686714828142,-4.1370616,0.060840867,0.6255195,,,,155.13729982438934,7.2419771505294275,147.87742190511878,6.861451815948327,-0.4003689448614722,0.6551659689978263,-47.48136914678752,2.300750718142789,-7.264451945896587,0.6277680749085076,-17.553169110930575,0.8601375878076128,-8.924111334526314,0.5710943354595706,3.8355480541034126,0.6277680749085076,-5.313169110930575,0.860137587807613,-1.6741113345263154,0.5710943354595706,0.2533544619012373,0.1999711946686036,False,False,True,False,False,True,False,False,False,False,147.7201129189599,6.697582903034424,-0.4056134956637833,0.7146878410324425,-47.4425624712687,2.1100225810555564,-7.259437391106531,0.6232585956425254,-17.52472469023741,0.8442312489890671,-8.91957190625761,0.6604908873329404
12900,6731197613875423616,285.4130988787375,-37.00497128089995,-0.1472541432206875,-17.819894882250615,6.4315876730972645,4.430591708280536,-26.482051177136874,0.4079465,0.4202974,0.48826095,0.5449522,0.49835134,0.41332778,-0.18213588,-0.14229788,-0.122357994,-0.43977457,0.021138068,-0.35987434,-0.31743473,0.17140631,0.2722025,148.01814093684422,-0.3525206770259075,-47.59564964165855,-1.961039820203457,-4.38449784068288,275.74635429954293,4.7067156,58.585728,5.549068,19.586092,43.60920903540981,7.858834700000001,21.239597,556.2369992120211,16.234560000000002,34.262524,17.884747,-2.2622647,0.6347342,1.701345,3.354849999999999,13.627682970805072,1.2300316999999998,1.0,1,100.0,9,,,,,True,-3.639038284678161,-2.2622647,0.58371747,0.6347342,,,,156.74973016795394,12.554407711924558,149.46039920592267,11.886586511572986,-0.3822560596213817,1.1511508745724035,-48.04480007993434,3.9061939673548447,-5.317407564068497,0.651034280317712,-17.199591171640975,1.402487646123412,-8.930785915765359,0.8870189407982831,5.782592435931503,0.651034280317712,-4.959591171640972,1.402487646123412,-1.6807859157653566,0.8870189407982831,0.4374497169012388,0.3171688882628942,False,False,True,False,False,True,False,False,False,False,148.84252687093715,11.512555322248366,-0.290405142475148,1.225310438585584,-47.886921307996275,3.712219541882037,-5.279814813661886,0.655261034269822,-17.13482931423354,1.409427445338793,-8.904993010091953,0.9852335284290145
12901,6731197648241121664,285.42354455145426,-36.99814058113118,-0.1268496008354783,-17.831702658234956,6.435964896175612,6.034306042681407,-27.344887606814,0.03244777,0.033007585,0.040416434,0.039196927,0.03592067,0.32332075,-0.1612356,-0.14389631,-0.32958785,-0.41787875,-0.16412483,-0.4376832000000001,-0.24352065,0.3197219,0.16595389,147.91308757378732,-0.3268851363395839,-47.577089976254285,-0.7849020017930085,-5.008318496454052,27690.486965392844,114.791855,241.22345,62.076675,14.58154,3426.591981614579,55.19935,16.501387,39409.83722860149,417.63467,94.36438,13.258883,-0.27621812,0.1,1.3226569999999995,3.2425040000000016,8.624608333257704,1.2786585,1.0,1,97.0,9,0.4926053287916014,,,,False,-3.6408996375014495,-0.27621812,0.07263885,0.1,,,,155.33686288845598,0.9708812768836136,147.8814227522627,0.9321685059005947,-0.327406826362865,0.0875693308528512,-47.56991045834141,0.3047461228969657,-3.771786975063251,0.0965845779044714,-17.210775150914824,0.1092558998357378,-10.716703188785631,0.0799250511644367,7.328213024936749,0.0965845779044714,-4.970775150914822,0.1092558998357378,-3.4667031887856306,0.0799250511644367,0.0339035499174496,0.0274389571428563,False,False,True,False,False,True,False,False,False,False,147.93611857864872,0.9553548504217985,-0.3316166680294457,0.09775136942585319,-47.58373600042101,0.31296901129572086,-3.7810882359916684,0.0996130336002233,-17.215997672999233,0.12097694872239963,-10.72216625647943,0.08858016767635365
12908,6731202286805849344,285.6642219348084,-36.886572997033646,0.0546341819969743,-17.97431553743624,6.365779826744406,4.320187094213339,-27.68863159184036,0.07930771,0.073469885,0.088883586,0.09551108,0.07946128,0.03172576,0.13551739,-0.15551734,-0.24876568,-0.37179214,-0.20683576,-0.29769948,-0.085482664,0.024426697,0.056771815,149.42626903460535,0.1434553652126595,-48.46669187843489,-2.078492247838375,-5.51586168325244,2654.511386699309,3.1146555,852.2648300000002,20.698668,17.127405,186.33368174272243,9.002207,19.662813,4121.144369230152,13.557718,303.97034,15.710351,-0.87538767,0.34382322,1.4170540000000005,3.952461999999999,11.146663067997684,1.0148939,1.0,1,99.8,9,0.1983877849437487,,,,False,-3.667930585061044,-0.87538767,0.2198622,0.34382322,,,,157.16239939065625,2.1454024874685333,149.38493453412562,1.952094897619216,0.1423409967465452,0.1925046859555142,-48.46431765502607,0.6678661562085787,-4.032896241002113,0.3398059326173022,-18.12260483163333,0.2439387812769376,-9.56030152629258,0.1758933126031553,7.067103758997886,0.3398059326173022,-5.882604831633332,0.2439387812769376,-2.310301526292581,0.1758933126031552,0.0738717712143702,0.0652301185284649,False,False,True,False,False,True,False,False,False,False,149.36494476431486,2.168980010436455,0.1434753530464491,0.19764257070253116,-48.44776676581689,0.6644941725442006,-4.0054139648153555,0.3205829921215092,-18.120417522746855,0.27093427846564033,-9.565305749948783,0.20223214603446515
12909,6731202488668747904,285.59355740732,-36.927504516565214,-0.0075466617215304,-17.9318146412921,6.580809614476272,7.190924183268923,-26.377663278673392,0.06475457,0.057518687,0.06931936,0.08462196,0.0687371,0.021938313,0.12743428,-0.34667116,0.006552925,-0.29279506,0.017226458,-0.37420583,-0.092898905,0.14608072,0.026540985,144.575034073225,-0.0160259516541572,-46.78659120034169,-0.0962807095223937,-3.887905740533023,4589.512720545521,10.835984,423.5437,45.66757,16.532951,449.1450197895725,9.835098,18.707575,7292.216188331032,47.62047000000001,153.13197,15.090747,-1.2491177,0.15712386,1.4422040000000005,3.616827999999998,10.624347633320438,1.1549237,1.0,1,16.7,9,0.231640914964351,,,,False,-3.657216856432925,-1.2491177,0.105598584,0.15712386,,,,152.00835887570705,1.5885844084768037,144.61740064560402,1.5271199991627893,-0.0190700555116554,0.146433307224251,-46.79887726923437,0.5126668238213536,-4.761540602051261,0.1575405479011257,-15.9104489952552,0.1770028537355203,-10.664911667262771,0.1370989181488338,6.338459397948738,0.1575405479011257,-3.670448995255197,0.1770028537355204,-3.414911667262773,0.1370989181488338,0.0579999909947879,0.0530486403886619,False,False,True,False,False,True,False,False,False,False,144.60550933192997,1.5665214559185145,-0.012919893306110864,0.1498640951869847,-46.79221638572804,0.486065090928564,-4.769656384791204,0.15321985877838076,-15.909463526809066,0.18473700253763425,-10.666182013307052,0.15262308821950327
12912,6731207475127574656,285.5695255366336,-36.76384708327007,0.1478474202175846,-17.857120374632213,6.454968915249529,4.569162849461117,-29.4876911395488,0.039595637,0.038394015,0.047268853,0.047637574,0.039539106,0.07595604,0.23722515,-0.30085725,-0.1822216,-0.4499755,-0.108080134,-0.3652066,-0.115776606,0.008248996,0.0890233,147.45650351797246,0.3785621911630414,-47.50222112247613,-1.9140928782743505,-6.564834554788916,12641.685695808206,16.370073,772.24365,76.79345,15.432854999999998,1342.830205398838,17.48626,17.51849,18547.86817941733,97.356064,190.5158,14.077160999999998,-3.7108576,0.19908652,1.3556939999999995,3.4413290000000014,9.48232577602683,1.028365,1.0,1,58.1,9,0.3435140477560279,,,,False,-3.714461313456355,-3.7108576,0.17682236,0.19908652,,,,154.89699029509143,1.1534698992969818,147.421060978779,1.1272179530579636,0.38046785688205,0.1006361234999248,-47.49409004061817,0.3757503594416322,-6.815312026006386,0.1888868651163198,-19.03919466241438,0.1497566865404086,-9.208643462008023,0.1072296223892551,4.284687973993615,0.1888868651163198,-6.79919466241438,0.1497566865404087,-1.9586434620080249,0.1072296223892551,0.0390083509743879,0.0326018183722511,False,False,True,False,False,True,False,False,False,False,147.48189128050072,1.1082647113080661,0.37848209750718015,0.1057324504204155,-47.50591745013182,0.3262276602103017,-6.824383698785858,0.1922465473418642,-19.04685591030223,0.1429402972741697,-9.211070954401782,0.11248214139149654
